listing_id,date,num_reviews,reviewers
12271146,2025-09-01,1,164056065
12271146,2025-07-01,4,"347136621,20442286,220117839,242143790"
12271146,2025-12-01,4,"15935223,302585620,5025046,60548596"
12271146,2025-10-01,2,"654364690,190064249"
12271146,2025-08-01,2,"538230848,710193035"
12271146,2025-06-01,4,"258028527,431866640,196091824,460618194"
12271146,2026-04-01,1,114031064
36137997,2026-05-01,1,33854461
36137997,2026-03-01,2,"537106621,19375416"
36137997,2026-01-01,1,60690323
36137997,2025-11-01,2,"709459061,150735276"
36137997,2025-09-01,2,"91146934,32713274"
36137997,2026-04-01,2,"75912737,128688947"
36137997,2025-12-01,3,"385509318,147929509,6306584"
36137997,2025-10-01,1,494482295
36137997,2025-08-01,3,"468566908,179962585,697680813"
36137997,2025-06-01,5,"585693791,101657339,107493258,12357960,667981090"
45839967,2025-07-01,1,23268810
46264999,2025-06-01,1,23847041
9487338,2025-06-01,4,"403562236,469054235,463263353,245494896"
9487338,2025-08-01,2,"13038583,679134681"
9487338,2025-07-01,2,"522758928,567826962"
9487338,2025-11-01,2,"376592685,376592685"
9487338,2025-09-01,2,"690808688,437752940"
9487338,2025-12-01,2,"468521284,353658914"
9487338,2026-03-01,1,105717732
45840158,2025-06-01,2,"203627862,449968504"
45840158,2025-08-01,1,128998610
12352180,2025-06-01,1,424063804
12352180,2025-08-01,1,177189447
12352180,2025-07-01,1,386801053
12352180,2025-10-01,1,404726824
12352180,2026-04-01,1,392350080
40113475,2026-04-01,1,450162922
40113475,2026-03-01,1,119052058
40113475,2025-12-01,1,3053825
40113475,2025-11-01,1,60659800
40113475,2025-10-01,2,"568459749,571217042"
40113475,2025-08-01,2,"474151767,486505577"
40113475,2025-07-01,3,"97447344,457262445,699949049"
40113475,2025-06-01,4,"280483597,150963882,171234382,563950904"
16577509,2026-04-01,1,65061281
45840391,2026-04-01,1,127963047
45840391,2025-06-01,3,"190321892,176027696,95203679"
36563936,2025-08-01,3,"174837850,66589706,11136162"
36563936,2025-06-01,5,"458287241,539102631,319372280,163741382,695373898"
39145414,2025-08-01,1,498427116
39145414,2025-07-01,1,464909880
39145414,2025-06-01,2,"180223438,515334904"
36563957,2025-12-01,1,260465250
36563957,2025-10-01,2,"380415968,487606256"
36563957,2025-09-01,1,69083761
15073094,2026-03-01,2,"447256124,579291906"
15073094,2025-11-01,1,60603064
15073094,2025-07-01,3,"231876830,340865670,701819653"
15073094,2026-02-01,1,21231980
15073094,2025-10-01,3,"565015654,258028527,658846584"
15073094,2025-06-01,2,"686494712,392302529"
15073094,2026-01-01,2,"106629350,402161177"
